store_ID,day_of_week,nb_customers_on_day,open,promotion,state_holiday,school_holiday
117,4,0,0,1,0,0
279,5,634,1,0,0,0
522,4,539,1,0,0,1
923,7,0,0,0,0,0
993,6,579,1,0,0,0
838,5,845,1,1,0,0
121,1,710,1,1,0,0
575,4,446,1,1,0,0
351,3,415,1,0,0,1
985,2,721,1,1,0,0
175,2,576,1,0,0,0
783,3,575,1,0,0,0
820,3,983,1,0,0,0
905,2,1767,1,1,0,0
972,3,474,1,1,0,0
850,2,730,1,1,0,0
543,1,186,1,0,0,0
976,4,654,1,0,0,0
532,3,1259,1,0,0,0
378,5,0,0,1,0,0
1051,4,0,0,0,0,1
1059,6,1239,1,0,0,0
174,3,538,1,1,0,1
790,6,777,1,0,0,0
172,1,888,1,0,0,0
636,1,981,1,1,0,0
33,5,850,1,1,0,0
818,3,650,1,1,0,1
395,4,443,1,0,0,0
584,3,381,1,0,0,1
737,7,0,0,0,0,0
1010,5,767,1,0,0,0
1005,5,1002,1,1,0,0
876,2,939,1,0,0,0
568,5,405,1,1,0,1
567,1,861,1,1,0,0
1048,1,812,1,1,0,0
336,3,1967,1,1,0,0
968,7,0,0,0,0,0
972,4,365,1,0,0,0
1031,1,418,1,0,0,0
275,7,0,0,0,0,0
565,2,753,1,0,0,0
814,4,874,1,1,0,0
20,2,663,1,0,0,0
816,6,602,1,0,0,0
705,1,879,1,0,0,0
945,3,507,1,1,0,0
563,1,839,1,1,0,0
506,7,0,0,0,0,0
990,5,731,1,1,0,0
758,5,494,1,0,0,1
60,4,788,1,1,0,0
502,1,0,0,0,0,0
431,3,973,1,1,0,0
1016,2,599,1,1,0,0
297,7,0,0,0,0,0
429,1,0,0,0,0,1
907,2,1298,1,1,0,0
583,2,390,1,0,0,0
280,6,540,1,0,0,0
320,1,2249,1,1,0,1
958,4,645,1,1,0,0
378,6,974,1,0,0,0
713,3,1522,1,1,0,0
882,2,785,1,0,0,0
316,2,950,1,1,0,1
623,1,1043,1,1,0,1
140,7,0,0,0,0,0
126,3,570,1,1,0,0
562,4,2925,1,0,0,0
67,2,835,1,0,0,0
524,7,0,0,0,0,0
528,5,963,1,0,0,0
773,3,838,1,1,0,0
695,2,689,1,1,0,0
350,7,0,0,0,0,0
1098,2,703,1,0,0,0
312,3,518,1,1,0,0
491,6,554,1,0,0,0
464,3,1161,1,0,0,0
181,1,616,1,0,0,0
585,6,692,1,0,0,0
654,7,0,0,0,0,0
40,2,732,1,1,0,0
44,7,0,0,0,0,0
685,7,0,0,0,0,0
1090,3,945,1,1,0,0
790,5,781,1,1,0,0
756,3,2039,1,0,0,1
258,1,555,1,0,0,0
197,7,0,0,0,0,0
664,2,686,1,1,0,0
346,4,642,1,0,0,1
56,2,457,1,0,0,0
216,3,780,1,0,0,0
93,2,500,1,0,0,1
478,4,726,1,0,0,1
859,2,626,1,0,0,0
538,3,609,1,1,0,1
790,2,658,1,1,0,1
222,2,701,1,1,0,0
1106,4,826,1,1,0,1
891,5,1020,1,0,0,0
462,6,282,1,0,0,0
605,3,441,1,1,0,0
402,1,742,1,1,0,0
976,7,0,0,0,0,0
621,2,797,1,0,0,0
230,1,930,1,0,0,1
440,3,515,1,0,0,0
958,3,544,1,1,0,0
1081,7,762,1,0,0,0
892,7,0,0,0,0,0
7,1,1161,1,0,0,1
856,4,831,1,0,0,0
627,2,550,1,0,0,0
444,6,2131,1,0,0,0
774,5,704,1,1,0,1
150,7,0,0,0,0,0
304,6,813,1,0,0,0
451,7,0,0,0,0,0
420,6,483,1,0,0,0
69,6,1200,1,0,0,0
985,6,806,1,0,0,0
628,5,719,1,0,0,0
438,1,545,1,0,0,0
740,3,352,1,0,0,1
724,4,681,1,0,0,0
1041,1,611,1,0,0,0
185,2,485,1,0,0,1
623,2,502,1,0,0,0
461,2,408,1,0,0,0
945,3,649,1,0,0,0
1076,7,0,0,0,0,0
928,5,725,1,1,0,0
593,7,0,0,0,0,0
97,5,656,1,1,0,1
517,2,555,1,0,0,0
1017,2,1161,1,0,0,0
237,2,653,1,1,0,0
755,7,0,0,0,0,0
404,1,777,1,1,0,0
851,5,541,1,1,0,0
684,1,555,1,0,0,0
357,3,927,1,0,0,0
696,3,1234,1,1,0,0
160,7,0,0,0,0,0
26,7,0,0,0,0,0
273,7,0,0,0,0,0
1050,2,550,1,1,0,0
361,1,674,1,1,0,0
1016,5,0,0,0,0,1
935,3,549,1,0,0,0
124,7,0,0,0,0,0
991,6,485,1,0,0,0
126,7,0,0,0,0,0
34,1,1039,1,0,0,0
6,3,499,1,0,0,0
526,4,1582,1,1,0,0
18,1,663,1,0,0,1
987,3,882,1,1,0,0
905,7,0,0,0,0,0
534,4,412,1,0,0,1
241,6,808,1,0,0,0
949,1,481,1,0,0,1
857,3,717,1,0,0,0
497,6,920,1,0,0,0
223,7,0,0,0,0,0
575,1,756,1,1,0,1
415,5,455,1,0,0,1
46,2,515,1,0,0,1
508,7,0,0,0,0,0
437,5,732,1,1,0,1
11,4,1113,1,1,0,0
1059,6,1164,1,0,0,0
897,4,544,1,1,0,1
877,6,747,1,0,0,0
560,5,1298,1,0,0,0
1030,1,404,1,1,0,1
10,5,623,1,0,0,1
668,4,1109,1,1,0,0
80,1,745,1,1,0,0
331,1,1226,1,1,0,0
272,2,614,1,1,0,1
565,4,679,1,0,0,0
566,4,547,1,1,0,0
654,5,774,1,1,0,0
189,4,672,1,0,0,1
940,2,848,1,1,0,0
604,5,587,1,0,0,0
545,4,982,1,0,0,0
1032,6,524,1,0,0,0
142,3,582,1,0,0,0
308,3,934,1,1,0,0
27,4,1011,1,1,0,0
901,5,688,1,1,0,0
496,2,1027,1,1,0,1
334,4,494,1,0,0,1
491,6,544,1,0,0,0
493,3,762,1,1,0,0
822,7,0,0,0,0,0
382,1,941,1,1,0,1
509,5,484,1,0,0,1
395,2,390,1,0,0,1
859,6,817,1,0,0,0
90,5,961,1,0,0,0
442,5,461,1,0,0,0
718,6,713,1,0,0,0
516,5,783,1,1,0,0
697,6,967,1,0,0,0
832,5,0,0,1,0,0
1009,4,421,1,1,0,1
1079,5,679,1,0,0,0
1088,4,480,1,0,0,0
166,7,0,0,0,0,0
861,7,0,0,0,0,0
22,3,456,1,0,0,0
733,4,3541,1,1,0,0
142,6,371,1,0,0,0
700,7,0,0,0,0,0
471,6,589,1,0,0,0
600,6,614,1,0,0,0
377,7,0,0,0,0,0
856,6,859,1,0,0,0
138,6,335,1,0,0,0
632,3,715,1,0,0,1
669,1,272,1,0,0,0
375,6,355,1,0,0,0
767,4,672,1,0,0,0
950,5,543,1,0,0,0
898,6,233,1,0,0,0
325,3,550,1,0,0,0
981,6,619,1,0,0,0
475,7,0,0,0,0,0
772,5,453,1,1,0,0
649,2,541,1,1,0,0
1012,6,619,1,0,0,0
492,4,1193,1,0,0,0
543,6,121,1,0,0,0
171,5,766,1,0,0,0
701,6,687,1,0,0,0
882,5,1234,1,1,0,0
154,1,646,1,0,0,0
753,2,861,1,1,0,0
1030,6,129,1,0,0,0
537,4,635,1,1,0,0
153,2,705,1,1,0,0
1056,3,358,1,0,0,1
1022,3,915,1,1,0,1
291,4,681,1,0,0,0
501,3,727,1,0,0,1
908,7,0,0,0,0,1
429,7,0,0,0,0,0
358,5,1155,1,1,0,0
301,7,0,0,0,0,0
403,6,478,1,0,0,0
465,4,618,1,1,0,1
978,5,946,1,0,0,1
967,3,790,1,1,0,1
675,5,386,1,1,0,1
1099,1,965,1,1,0,0
848,6,675,1,0,0,0
814,1,1018,1,0,0,1
676,7,1856,1,0,0,0
788,2,1633,1,0,0,0
714,1,304,1,0,0,0
308,1,1164,1,1,0,0
227,4,616,1,1,0,0
193,7,0,0,0,0,0
532,3,1328,1,0,0,0
342,4,646,1,0,0,0
875,2,460,1,1,0,0
182,4,0,0,0,0,0
1098,4,646,1,0,0,0
809,4,811,1,1,0,1
1086,6,494,1,0,0,0
668,7,0,0,0,0,0
1106,3,620,1,0,0,1
6,1,0,0,0,0,0
258,4,510,1,1,0,0
362,6,948,1,0,0,1
699,3,889,1,0,0,0
679,4,1113,1,1,0,0
331,6,510,1,0,0,0
989,7,0,0,0,0,0
198,6,103,1,0,0,0
448,2,863,1,1,0,0
801,4,382,1,0,0,0
41,5,0,0,0,0,0
618,5,481,1,0,0,0
180,2,834,1,0,0,0
980,3,550,1,1,0,0
330,5,340,1,0,0,0
717,4,0,0,0,0,0
494,7,1294,1,0,0,0
143,3,621,1,1,0,0
1054,6,335,1,0,0,0
601,3,506,1,1,0,0
307,7,0,0,0,0,0
497,3,1113,1,1,0,0
963,6,456,1,0,0,0
470,2,1822,1,1,0,1
363,5,795,1,0,0,0
725,1,646,1,1,0,0
355,5,1075,1,0,0,0
77,6,880,1,0,0,1
691,3,586,1,1,0,0
719,5,512,1,1,0,0
1060,7,0,0,0,0,0
1115,2,426,1,1,0,0
307,6,152,1,0,0,0
28,3,721,1,1,0,0
5,2,671,1,1,0,0
948,1,1654,1,0,0,0
1005,3,932,1,1,0,1
909,7,0,0,0,0,0
985,4,0,0,1,0,1
1056,5,349,1,0,0,0
486,6,324,1,0,0,0
1003,4,969,1,1,0,0
1041,5,639,1,0,0,0
1021,1,1161,1,1,0,0
690,5,869,1,1,0,0
168,3,683,1,0,0,0
1075,1,1148,1,0,0,0
86,2,531,1,0,0,0
354,7,0,0,0,0,0
327,6,802,1,0,0,0
951,3,906,1,1,0,0
658,7,0,0,0,0,0
189,3,927,1,1,0,0
126,6,443,1,0,0,0
344,4,1156,1,1,0,0
672,1,1286,1,0,0,0
249,3,501,1,1,0,0
544,3,1929,1,1,0,0
976,3,748,1,1,0,1
203,2,734,1,0,0,0
846,7,0,0,0,0,0
99,6,513,1,0,0,0
993,4,904,1,1,0,0
862,2,1456,1,0,0,1
827,1,1143,1,0,0,0
700,1,1072,1,0,0,1
728,1,496,1,1,0,0
493,1,736,1,0,0,0
180,6,812,1,0,0,0
895,6,823,1,0,0,0
942,5,424,1,0,0,0
994,4,427,1,0,0,0
458,6,836,1,0,0,0
864,6,302,1,0,0,0
548,5,460,1,1,0,0
515,4,723,1,0,0,0
561,5,792,1,1,0,1
208,1,464,1,1,0,1
917,1,662,1,0,0,0
171,7,0,0,0,0,0
674,5,1239,1,1,0,0
476,7,0,0,0,0,0
279,2,720,1,1,0,0
596,7,0,0,0,0,0
579,7,0,0,0,0,0
1011,2,802,1,0,0,0
96,5,626,1,0,0,0
470,6,1999,1,0,0,0
699,5,1112,1,1,0,0
245,1,895,1,0,0,0
94,7,0,0,0,0,0
787,3,1217,1,1,0,0
278,3,971,1,0,0,0
896,4,1530,1,1,0,0
883,2,615,1,1,0,0
456,5,1007,1,1,0,0
1032,1,1793,1,0,0,1
1100,7,0,0,0,0,0
1071,5,650,1,0,0,0
782,2,418,1,0,0,0
245,3,917,1,1,0,1
772,4,547,1,1,0,0
450,5,861,1,0,0,0
646,6,657,1,0,0,0
772,5,560,1,0,0,0
1000,6,781,1,0,0,0
469,7,0,0,0,0,0
284,6,455,1,0,0,0
961,3,614,1,0,0,0
454,4,734,1,0,0,0
496,3,735,1,0,0,0
663,6,688,1,0,0,0
238,7,0,0,0,0,0
1004,5,531,1,1,0,0
747,2,995,1,1,0,0
1009,4,435,1,1,0,0
108,7,0,0,0,0,0
437,1,479,1,0,0,0
459,1,1010,1,0,0,1
17,5,657,1,0,0,1
710,1,412,1,1,0,0
1108,4,693,1,1,0,0
840,1,1376,1,1,0,1
167,6,651,1,0,0,0
319,5,955,1,1,0,0
301,7,0,0,0,0,0
805,7,0,0,0,0,0
948,2,1632,1,0,0,0
123,7,0,0,0,0,0
445,6,2378,1,0,0,0
915,2,376,1,0,0,0
563,1,561,1,0,0,1
182,6,499,1,0,0,0
621,4,642,1,0,0,0
162,5,610,1,0,0,0
513,7,0,0,0,0,0
700,4,443,1,0,0,0
782,5,678,1,1,0,0
423,3,1568,1,1,0,0
456,6,746,1,0,0,0
49,1,661,1,1,0,1
685,2,673,1,1,0,1
269,7,0,0,0,0,0
361,1,887,1,1,0,0
1073,7,0,0,0,0,0
945,6,315,1,0,0,0
16,3,898,1,0,0,0
234,4,1009,1,1,0,0
352,6,690,1,0,0,0
843,6,1175,1,0,0,0
916,3,684,1,0,0,0
634,6,475,1,0,0,0
918,7,0,0,0,0,0
973,3,645,1,0,0,0
150,2,753,1,1,0,0
114,4,531,1,0,0,0
662,2,781,1,1,0,0
812,7,0,0,0,0,0
633,5,625,1,1,0,0
596,7,0,0,0,0,0
1,2,549,1,1,0,0
832,2,538,1,0,0,0
134,3,506,1,0,0,0
173,1,1231,1,1,0,1
846,7,0,0,0,0,0
1109,6,315,1,0,0,0
216,3,964,1,1,0,0
433,1,827,1,1,0,1
138,2,704,1,0,0,0
281,7,0,0,0,0,0
1099,3,941,1,1,0,0
727,2,565,1,1,0,0
1022,1,1089,1,1,0,0
542,3,524,1,0,0,0
693,1,360,1,0,0,0
1087,7,0,0,0,0,0
584,3,437,1,1,0,0
949,4,571,1,1,0,1
279,4,0,0,0,0,0
70,1,548,1,0,0,0
287,2,1173,1,1,0,0
210,6,405,1,0,0,0
858,2,411,1,0,0,0
524,4,913,1,1,0,0
220,5,711,1,1,0,0
1091,7,0,0,0,0,0
1027,1,0,0,0,0,0
770,1,750,1,0,0,0
833,5,0,0,1,0,1
521,5,367,1,0,0,0
1047,5,558,1,0,0,0
486,5,582,1,1,0,0
267,7,0,0,0,0,0
316,4,839,1,0,0,1
258,4,708,1,1,0,0
937,3,641,1,1,0,0
257,1,827,1,1,0,0
142,5,615,1,0,0,0
195,6,1332,1,0,0,0
343,1,936,1,1,0,0
627,5,607,1,1,0,0
562,6,3119,1,0,0,0
573,1,470,1,1,0,1
747,2,748,1,1,0,0
200,2,914,1,0,0,0
477,1,508,1,1,0,0
389,2,1445,1,0,0,0
931,4,686,1,0,0,1
741,6,854,1,0,0,1
684,6,821,1,0,0,0
969,1,542,1,0,0,0
344,3,1601,1,1,0,0
1028,5,479,1,0,0,0
616,5,0,0,1,0,0
948,2,1526,1,0,0,1
255,2,627,1,1,0,0
107,4,870,1,0,0,0
725,4,692,1,1,0,0
36,1,1219,1,1,0,0
345,4,467,1,1,0,0
43,3,424,1,0,0,1
894,7,0,0,0,0,0
889,2,597,1,1,0,0
891,6,1089,1,0,0,0
289,4,507,1,0,0,1
235,2,523,1,1,0,0
497,3,1103,1,1,0,1
1,4,461,1,0,0,1
83,5,313,1,0,0,0
314,4,523,1,0,0,0
773,6,664,1,0,0,1
564,6,520,1,0,0,0
638,6,562,1,0,0,0
428,7,0,0,0,0,0
177,5,443,1,1,0,0
289,6,788,1,0,0,0
117,3,564,1,1,0,0
510,2,822,1,0,0,0
227,5,523,1,0,0,0
1075,1,1147,1,0,0,0
260,7,0,0,0,0,0
769,1,3171,1,0,0,0
686,1,743,1,0,0,0
891,7,0,0,0,0,0
975,2,669,1,0,0,0
530,6,507,1,0,0,0
286,3,424,1,1,0,0
665,6,864,1,0,0,0
439,4,787,1,1,0,0
218,3,761,1,1,0,0
55,7,0,0,0,0,0
624,4,716,1,0,0,0
193,5,687,1,0,0,0
655,7,0,0,0,0,0
312,3,440,1,0,0,0
675,2,464,1,1,0,0
966,6,421,1,0,0,0
104,7,0,0,0,0,0
70,1,1019,1,1,0,0
587,5,695,1,0,0,0
672,1,1413,1,1,0,0
310,7,0,0,0,0,0
918,7,0,0,0,0,0
295,5,707,1,1,0,0
830,7,0,0,0,0,0
729,7,0,0,0,0,0
436,1,1155,1,0,0,1
779,7,0,0,0,0,0
231,5,517,1,1,0,1
406,5,498,1,1,0,0
943,4,603,1,1,0,0
964,3,1968,1,1,0,0
541,7,0,0,0,0,0
221,4,535,1,0,0,0
1088,3,398,1,0,0,1
293,7,0,0,0,0,0
326,5,459,1,1,0,1
951,6,758,1,0,0,0
317,2,455,1,0,0,0
359,2,625,1,1,0,0
909,1,958,1,0,0,0
870,2,904,1,0,0,0
968,2,909,1,0,0,0
653,5,539,1,0,0,0
272,6,378,1,0,0,0
672,6,1624,1,0,0,0
106,1,843,1,0,0,1
1115,4,705,1,1,0,1
851,3,454,1,1,0,0
984,2,602,1,0,0,0
688,1,440,1,1,0,1
412,2,524,1,0,0,0
867,1,590,1,1,0,1
935,7,0,0,0,0,0
1017,3,1131,1,0,0,1
1063,4,581,1,1,0,0
1007,5,736,1,0,0,0
635,2,899,1,1,0,0
761,6,689,1,0,0,0
1001,4,630,1,0,0,0
947,5,892,1,0,0,0
597,2,655,1,0,0,0
588,4,634,1,1,0,0
72,2,598,1,1,0,0
491,1,770,1,1,0,0
116,7,0,0,0,0,0
322,1,794,1,1,0,0
1076,7,0,0,0,0,0
235,2,363,1,0,0,1
481,6,383,1,0,0,1
350,1,694,1,1,0,0
677,4,604,1,0,0,0
933,6,501,1,0,0,0
133,4,0,0,0,0,1
370,3,576,1,1,0,1
193,2,586,1,0,0,0
1058,6,443,1,0,0,0
751,4,550,1,0,0,0
828,4,590,1,1,0,1
542,7,0,0,0,0,0
1085,5,759,1,1,0,0
544,1,2694,1,1,0,0
165,3,482,1,1,0,0
359,1,529,1,0,0,0
400,3,1307,1,1,0,1
188,6,466,1,0,0,0
592,4,721,1,0,0,0
185,7,0,0,0,0,0
694,6,848,1,0,0,0
315,7,0,0,0,0,0
458,4,557,1,0,0,0
553,7,0,0,0,0,0
293,5,812,1,0,0,0
1099,6,839,1,0,0,0
767,6,331,1,0,0,0
312,1,483,1,0,0,0
193,6,667,1,0,0,0
479,7,0,0,0,0,0
101,1,760,1,0,0,0
147,1,802,1,0,0,0
359,2,518,1,0,0,0
4,4,1118,1,1,0,0
568,2,357,1,1,0,0
896,2,1163,1,1,0,1
846,6,546,1,0,0,0
752,1,662,1,1,0,0
862,4,1367,1,0,0,0
917,1,704,1,0,0,0
625,2,659,1,1,0,0
126,3,423,1,0,0,0
231,7,0,0,0,0,0
141,5,548,1,0,0,0
679,7,0,0,0,0,0
735,4,390,1,0,0,0
65,5,676,1,1,0,0
605,7,0,0,0,0,0
391,2,1005,1,1,0,0
657,4,682,1,0,0,0
397,2,653,1,0,0,1
701,3,498,1,0,0,0
803,1,397,1,0,0,0
373,4,281,1,1,0,1
563,2,675,1,1,0,0
848,4,662,1,0,0,0
728,4,477,1,1,0,0
285,3,414,1,0,0,0
163,6,895,1,0,0,0
260,1,871,1,0,0,0
272,4,580,1,0,0,0
525,5,794,1,1,0,1
1114,2,2837,1,0,0,1
503,2,366,1,0,0,0
349,4,705,1,0,0,0
662,4,836,1,1,0,0
695,7,0,0,0,0,0
24,3,1019,1,1,0,0
924,7,0,0,0,0,0
335,7,1536,1,0,0,0
120,4,555,1,0,0,0
545,2,966,1,1,0,0
659,3,802,1,1,0,0
811,6,619,1,0,0,0
249,2,516,1,0,0,0
138,4,763,1,0,0,0
394,4,645,1,1,0,0
916,6,781,1,0,0,0
173,3,947,1,1,0,0
95,6,507,1,0,0,0
575,5,583,1,1,0,0
506,6,619,1,0,0,0
947,4,1177,1,1,0,0
969,2,627,1,0,0,0
1012,4,502,1,1,0,0
131,3,633,1,1,0,0
749,4,542,1,0,0,0
208,6,423,1,0,0,0
1029,2,965,1,1,0,0
258,2,511,1,1,0,0
614,3,900,1,1,0,0
552,6,359,1,0,0,0
1016,4,0,0,1,0,0
288,6,418,1,0,0,0
389,3,1162,1,0,0,0
74,2,1048,1,1,0,0
627,1,765,1,1,0,0
621,7,0,0,0,0,0
1069,6,431,1,0,0,0
284,5,480,1,1,0,0
899,2,512,1,0,0,0
283,2,641,1,0,0,0
412,6,938,1,0,0,0
50,2,391,1,1,0,0
3,1,965,1,1,0,1
688,7,0,0,0,0,0
74,3,830,1,1,0,0
1107,7,0,0,0,0,0
417,7,0,0,0,0,0
1033,7,0,0,0,0,0
131,3,601,1,1,0,0
741,3,802,1,1,0,1
397,6,605,1,0,0,0
537,5,698,1,1,0,0
495,4,579,1,1,0,1
765,7,0,0,0,0,0
159,4,583,1,0,0,1
1081,3,0,0,1,0,1
287,3,827,1,1,0,0
559,2,707,1,0,0,0
88,7,0,0,0,0,0
605,7,0,0,0,0,0
307,5,331,1,1,0,0
56,7,0,0,0,0,0
523,6,1721,1,0,0,0
29,7,0,0,0,0,0
705,5,948,1,0,0,1
390,6,985,1,0,0,0
328,2,614,1,1,0,0
555,7,0,0,0,0,0
872,6,708,1,0,0,0
856,6,831,1,0,0,0
592,1,738,1,1,0,0
773,5,760,1,0,0,1
126,3,579,1,1,0,0
238,1,1140,1,0,0,0
94,7,0,0,0,0,0
753,2,764,1,1,0,1
616,3,802,1,1,0,0
96,3,524,1,0,0,0
222,1,630,1,0,0,0
929,3,753,1,1,0,0
995,6,604,1,0,0,0
672,4,1106,1,0,0,0
62,5,721,1,0,0,0
492,3,1356,1,1,0,0
970,7,0,0,0,0,0
505,4,557,1,0,0,0
1075,4,0,0,0,0,1
593,5,1058,1,0,0,0
9,6,613,1,0,0,0
1032,5,1053,1,0,0,0
312,6,525,1,0,0,0
99,6,647,1,0,0,0
497,6,869,1,0,0,1
1036,2,352,1,0,0,0
954,3,807,1,0,0,0
1008,3,528,1,0,0,0
116,3,684,1,1,0,1
690,1,0,0,0,0,0
708,2,334,1,0,0,0
368,1,1043,1,1,0,0
193,1,989,1,1,0,0
870,2,829,1,0,0,0
1066,7,0,0,0,0,0
34,4,910,1,0,0,0
210,7,0,0,0,0,0
205,6,836,1,0,0,0
563,7,0,0,0,0,0
472,2,684,1,1,0,0
595,6,1839,1,0,0,0
1081,1,0,0,0,0,0
107,7,0,0,0,0,0
211,2,1649,1,1,0,1
5,6,260,1,0,0,0
344,1,1116,1,0,0,1
136,2,334,1,0,0,0
591,6,463,1,0,0,0
405,7,0,0,0,0,0
840,3,1134,1,1,0,1
514,7,0,0,0,0,0
977,4,543,1,1,0,0
951,6,869,1,0,0,0
973,2,743,1,0,0,1
147,3,921,1,1,0,0
330,3,374,1,0,0,0
839,1,686,1,0,0,0
150,6,722,1,0,0,0
627,3,642,1,1,0,1
710,2,295,1,0,0,1
908,5,318,1,0,0,1
917,3,0,0,0,0,1
961,5,755,1,0,0,0
1094,5,351,1,1,0,0
1046,6,449,1,0,0,0
296,6,493,1,0,0,0
684,5,717,1,0,0,0
862,6,1006,1,0,0,0
837,6,249,1,0,0,1
936,2,792,1,0,0,1
27,2,1279,1,1,0,0
847,5,994,1,0,0,0
863,5,1072,1,0,0,1
1047,4,539,1,0,0,0
331,3,906,1,1,0,0
127,4,600,1,1,0,0
652,1,522,1,0,0,0
421,6,1124,1,0,0,0
368,6,952,1,0,0,0
184,2,504,1,0,0,0
249,3,480,1,0,0,0
279,4,546,1,0,0,1
1019,3,767,1,1,0,0
35,3,523,1,0,0,0
510,6,519,1,0,0,0
159,2,683,1,0,0,1
307,3,249,1,0,0,0
517,1,813,1,1,0,0
174,1,538,1,1,0,0
22,6,402,1,0,0,0
719,2,311,1,1,0,0
624,6,440,1,0,0,0
105,2,677,1,0,0,0
265,7,0,0,0,0,0
525,5,1070,1,1,0,0
545,1,986,1,0,0,0
154,3,705,1,1,0,0
866,1,621,1,1,0,0
228,6,592,1,0,0,0
793,1,364,1,0,0,0
181,6,414,1,0,0,0
524,2,1012,1,1,0,0
440,3,622,1,1,0,0
838,7,0,0,0,0,0
798,6,333,1,0,0,0
949,1,743,1,1,0,0
1110,5,604,1,0,0,0
850,7,0,0,0,0,0
732,7,259,1,0,0,0
663,2,0,0,0,0,1
401,4,738,1,0,0,0
657,4,0,0,0,0,0
5,6,231,1,0,0,0
241,7,0,0,0,0,0
545,3,1203,1,1,0,0
811,7,0,0,0,0,0
780,2,962,1,0,0,0
70,3,494,1,0,0,1
771,4,614,1,0,0,1
576,4,1054,1,1,0,0
834,3,728,1,0,0,0
1059,1,1028,1,0,0,1
600,1,696,1,1,0,0
362,2,1283,1,1,0,0
240,7,0,0,0,0,0
186,5,422,1,0,0,0
971,7,0,0,0,0,0
961,3,667,1,1,0,0
134,3,517,1,1,0,0
151,7,0,0,0,0,0
162,3,517,1,1,0,0
109,7,0,0,0,0,0
837,7,0,0,0,0,0
1027,3,2235,1,1,0,1
877,2,966,1,1,0,1
374,2,909,1,1,0,0
1104,2,321,1,0,0,0
338,4,663,1,0,0,0
114,1,721,1,1,0,1
695,7,0,0,0,0,0
526,7,0,0,0,0,0
213,6,684,1,0,0,0
465,2,423,1,0,0,1
156,5,550,1,0,0,0
780,5,831,1,1,0,0
75,3,534,1,0,0,0
703,6,223,1,0,0,0
220,1,627,1,0,0,0
927,4,0,0,0,0,0
431,5,861,1,0,0,1
878,6,612,1,0,0,0
694,4,0,0,1,0,1
691,5,635,1,0,0,0
528,7,0,0,0,0,0
1082,7,0,0,0,0,0
915,4,416,1,0,0,1
406,7,0,0,0,0,0
588,4,548,1,0,0,1
255,2,882,1,1,0,0
1022,4,804,1,1,0,0
1099,4,835,1,1,0,0
472,5,725,1,1,0,0
694,4,710,1,0,0,0
978,1,870,1,0,0,0
249,5,587,1,1,0,0
838,4,738,1,0,0,0
812,4,764,1,0,0,0
556,3,691,1,0,0,0
1106,4,0,0,0,0,0
410,4,727,1,1,0,0
886,2,557,1,1,0,0
92,7,0,0,0,0,0
1070,7,0,0,0,0,0
795,2,537,1,1,0,0
319,6,920,1,0,0,0
772,2,581,1,1,0,0
206,3,798,1,0,0,0
664,3,539,1,0,0,0
662,3,587,1,0,0,0
38,1,453,1,0,0,0
471,3,490,1,0,0,0
92,5,0,0,1,0,0
429,3,359,1,0,0,1
113,6,734,1,0,0,0
459,5,1102,1,0,0,0
663,4,508,1,1,0,1
533,5,1080,1,0,0,1
312,2,558,1,1,0,0
537,6,383,1,0,0,0
654,7,0,0,0,0,0
574,4,646,1,1,0,0
557,7,0,0,0,0,0
64,3,838,1,1,0,0
854,6,816,1,0,0,0
645,5,963,1,0,0,0
336,1,1849,1,0,0,0
873,5,0,0,1,0,1
201,4,475,1,1,0,1
731,7,0,0,0,0,0
930,6,1673,1,0,0,0
518,4,430,1,0,0,0
697,5,812,1,0,0,1
702,4,368,1,1,0,0
954,2,571,1,0,0,0
1059,2,1257,1,1,0,1
409,4,481,1,0,0,1
792,6,471,1,0,0,0
75,4,802,1,1,0,0
477,5,453,1,0,0,0
653,1,597,1,0,0,1
572,7,0,0,0,0,0
755,3,903,1,1,0,0
422,1,499,1,1,0,0
512,7,1376,1,0,0,0
817,1,3568,1,1,0,1
607,7,0,0,0,0,0
278,5,759,1,0,0,0
1084,4,692,1,0,0,0
282,4,0,0,0,0,0
715,1,668,1,0,0,0
1010,6,881,1,0,0,0
984,1,691,1,0,0,1
124,1,555,1,1,0,1
38,6,560,1,0,0,0
991,7,0,0,0,0,0
230,7,0,0,0,0,0
1028,5,745,1,1,0,0
962,3,877,1,1,0,0
247,7,0,0,0,0,1
321,6,616,1,0,0,0
88,7,0,0,0,0,0
134,3,533,1,1,0,0
711,5,556,1,1,0,0
308,1,1159,1,1,0,0
196,2,725,1,1,0,0
459,5,1117,1,1,0,0
1059,5,979,1,0,0,0
176,3,812,1,1,0,0
665,5,1392,1,1,0,0
118,7,0,0,0,0,0
997,2,389,1,0,0,0
464,7,0,0,0,0,0
181,4,890,1,1,0,0
103,6,377,1,0,0,0
360,5,739,1,0,0,0
201,5,476,1,0,0,1
550,4,397,1,1,0,0
971,3,888,1,0,0,1
126,2,609,1,1,0,0
311,7,0,0,0,0,0
155,7,0,0,0,0,0
292,6,335,1,0,0,0
131,6,485,1,0,0,0
307,1,436,1,1,0,0
650,5,634,1,0,0,0
819,2,585,1,1,0,1
250,3,555,1,0,0,0
647,6,561,1,0,0,0
110,6,475,1,0,0,0
401,7,0,0,0,0,0
316,7,0,0,0,0,0
185,4,508,1,0,0,1
774,6,531,1,0,0,0
562,7,4017,1,0,0,1
